trial_id,inner_optimizer.lr,inner_optimizer.clipping.upper,val_loss_best,val_loss_best_step,val_loss_final,val_loss_final_step,best_val_loss,best_step
trial_0000,0.0039810717,0.010000000000000002,20.50228772844587,475,20.50228772844587,475,20.50228772844587,475
trial_0001,0.0039810717,0.1,11.986130033220563,475,11.986130033220563,475,11.986130033220563,475
trial_0003,0.0039810717,2.08,6.188254322324481,200,6.36258476121085,475,6.188254322324481,200
trial_0002,0.0039810717,1.09,5.963648727961949,450,5.974734544754028,475,5.963648727961949,450
trial_0007,0.0063095734,2.08,5.870090552738735,100,6.101061889103481,475,5.870090552738735,100
trial_0004,0.0063095734,0.010000000000000002,19.92749813624791,475,19.92749813624791,475,19.92749813624791,475
trial_0006,0.0063095734,1.09,5.844842621258327,200,5.956775392804827,475,5.844842621258327,200
trial_0005,0.0063095734,0.1,6.760691234043667,475,6.760691234043667,475,6.760691234043667,475
trial_0008,0.01,0.010000000000000002,19.358970097133092,475,19.358970097133092,475,19.358970097133092,475
trial_0009,0.01,0.1,5.769720486232212,375,5.8358387265886575,475,5.769720486232212,375
trial_0011,0.01,2.08,5.881483895438058,275,6.184422050203596,475,5.881483895438058,275
trial_0010,0.01,1.09,5.817018645150321,450,5.984243665422712,475,5.817018645150321,450
trial_0012,0.0158489319,0.010000000000000002,18.31058692932129,475,18.31058692932129,475,18.31058692932129,475
trial_0014,0.0158489319,1.09,5.8456242595400125,275,6.132588045937674,475,5.8456242595400125,275
trial_0015,0.0158489319,2.08,5.896371415683201,275,6.4192585945129395,475,5.896371415683201,275
trial_0013,0.0158489319,0.1,5.786659002304077,225,5.871242676462446,475,5.786659002304077,225
trial_0016,0.0251188643,0.010000000000000002,16.12313747406006,475,16.12313747406006,475,16.12313747406006,475
trial_0017,0.0251188643,0.1,5.7923920665468485,200,5.850157346044268,475,5.7923920665468485,200
trial_0018,0.0251188643,1.09,5.924536943435669,275,6.409736837659564,475,5.924536943435669,275
trial_0019,0.0251188643,2.08,5.906294686453683,275,6.9304987362452914,475,5.906294686453683,275
