trial_id,inner_optimizer.lr,inner_optimizer.clipping.upper,inner_optimizer.warmup_steps,val_loss_best,val_loss_best_step,val_loss_final,val_loss_final_step,best_val_loss,best_step
trial_0002,0.005,0.5,100,16.580770083836146,475,16.580770083836146,475,16.580770083836146,475
trial_0003,0.005,0.5,200,15.539727074759346,475,15.539727074759346,475,15.539727074759346,475
trial_0000,0.005,0.5,20,15.086755888802665,475,15.086755888802665,475,15.086755888802665,475
trial_0001,0.005,0.5,50,16.41814354487828,475,16.41814354487828,475,16.41814354487828,475
trial_0005,0.005,1.0,20,9.692581857953753,475,9.692581857953753,475,9.692581857953753,475
trial_0007,0.005,1.0,100,10.73933356148856,475,10.73933356148856,475,10.73933356148856,475
trial_0006,0.005,1.0,50,10.089730262756348,475,10.089730262756348,475,10.089730262756348,475
trial_0004,0.005,0.5,500,17.06595720563616,475,17.06595720563616,475,17.06595720563616,475
trial_0008,0.005,1.0,200,11.981272288731166,475,11.981272288731166,475,11.981272288731166,475
trial_0009,0.005,1.0,500,15.228561401367188,475,15.228561401367188,475,15.228561401367188,475
trial_0010,0.005,5.0,20,1.1396583829607283,350,1.144847469670432,475,1.1396583829607283,350
trial_0011,0.005,5.0,50,1.1384734000478471,350,1.1440276418413435,475,1.1384734000478471,350
trial_0013,0.005,5.0,200,1.145574493067605,475,1.145574493067605,475,1.145574493067605,475
trial_0012,0.005,5.0,100,1.1407464487212045,350,1.144212578024183,475,1.1407464487212045,350
trial_0014,0.005,5.0,500,1.1766915661948067,475,1.1766915661948067,475,1.1766915661948067,475
trial_0015,0.005,10.0,20,1.1397898197174072,300,1.1487112726484026,475,1.1397898197174072,300
trial_0017,0.005,10.0,100,1.1348982793944222,300,1.147774568625859,475,1.1348982793944222,300
trial_0016,0.005,10.0,50,1.1377767835344588,350,1.1468961834907532,475,1.1377767835344588,350
trial_0018,0.005,10.0,200,1.1325727956635612,350,1.1438304952212743,475,1.1325727956635612,350
trial_0019,0.005,10.0,500,1.1556666578565324,475,1.1556666578565324,475,1.1556666578565324,475
trial_0022,0.01,0.5,100,10.73933356148856,475,10.73933356148856,475,10.73933356148856,475
trial_0020,0.01,0.5,20,9.692581857953753,475,9.692581857953753,475,9.692581857953753,475
trial_0021,0.01,0.5,50,10.089730262756348,475,10.089730262756348,475,10.089730262756348,475
trial_0023,0.01,0.5,200,11.981272288731166,475,11.981272288731166,475,11.981272288731166,475
trial_0026,0.01,1.0,50,1.4813110658100672,475,1.4813110658100672,475,1.4813110658100672,475
trial_0025,0.01,1.0,20,1.3626549754823958,475,1.3626549754823958,475,1.3626549754823958,475
trial_0024,0.01,0.5,500,15.228561401367188,475,15.228561401367188,475,15.228561401367188,475
trial_0027,0.01,1.0,100,1.8128973075321742,475,1.8128973075321742,475,1.8128973075321742,475
trial_0028,0.01,1.0,200,3.065408876964024,475,3.065408876964024,475,3.065408876964024,475
trial_0029,0.01,1.0,500,10.054668835231237,475,10.054668835231237,475,10.054668835231237,475
trial_0030,0.01,5.0,20,1.1436348046575273,300,1.1569846698216029,475,1.1436348046575273,300
trial_0031,0.01,5.0,50,1.1419120601245336,300,1.1519370589937483,475,1.1419120601245336,300
trial_0032,0.01,5.0,100,1.140017909663064,300,1.147553128855569,475,1.140017909663064,300
trial_0033,0.01,5.0,200,1.1314259256635393,300,1.1469754491533553,475,1.1314259256635393,300
trial_0034,0.01,5.0,500,1.152700892516545,475,1.152700892516545,475,1.152700892516545,475
trial_0035,0.01,10.0,20,1.1239242724009924,100,1.1479512112481254,475,1.1239242724009924,100
trial_0039,0.01,10.0,500,1.1439673389707292,350,1.1560955217906408,475,1.1439673389707292,350
trial_0036,0.01,10.0,50,1.145123737198966,300,1.1603780218533106,475,1.145123737198966,300
trial_0037,0.01,10.0,100,1.1446431704929896,300,1.160046534878867,475,1.1446431704929896,300
trial_0038,0.01,10.0,200,1.138543495110103,300,1.1506606510707311,475,1.138543495110103,300
trial_0040,0.05,0.5,20,1.1333259088652474,300,1.1471151454108102,475,1.1333259088652474,300
trial_0041,0.05,0.5,50,1.1314512576375688,300,1.149786821433476,475,1.1314512576375688,300
trial_0042,0.05,0.5,100,1.1305888295173645,300,1.1437895127705164,475,1.1305888295173645,300
trial_0043,0.05,0.5,200,1.1454490508352007,475,1.1454490508352007,475,1.1454490508352007,475
trial_0044,0.05,0.5,500,1.171169604573931,475,1.171169604573931,475,1.171169604573931,475
trial_0045,0.05,1.0,20,1.1403173463685172,300,1.1521822554724557,475,1.1403173463685172,300
trial_0046,0.05,1.0,50,1.1268977693149023,300,1.146643340587616,475,1.1268977693149023,300
trial_0047,0.05,1.0,100,1.1236122165407454,300,1.1473433801106043,475,1.1236122165407454,300
trial_0048,0.05,1.0,200,1.1234836322920663,300,1.1393234900065832,475,1.1234836322920663,300
trial_0049,0.05,1.0,500,1.1530652301652091,475,1.1530652301652091,475,1.1530652301652091,475
trial_0051,0.05,5.0,50,1.1071878841945104,300,1.2127725907734461,475,1.1071878841945104,300
trial_0050,0.05,5.0,20,1.1015077829360962,300,1.1936269232204981,475,1.1015077829360962,300
trial_0052,0.05,5.0,100,1.103531002998352,300,1.1958740098135812,475,1.103531002998352,300
trial_0054,0.05,5.0,500,1.118938718523298,300,1.1883754900523595,475,1.118938718523298,300
trial_0053,0.05,5.0,200,1.100633638245719,100,1.215795976775033,475,1.100633638245719,100
trial_0055,0.05,10.0,20,1.1055154970714025,225,1.2230031405176436,475,1.1055154970714025,225
trial_0056,0.05,10.0,50,1.0930250883102417,300,1.195586919784546,475,1.0930250883102417,300
trial_0058,0.05,10.0,200,1.0994171755654472,100,1.2227298957960946,475,1.0994171755654472,100
trial_0057,0.05,10.0,100,1.107572512967246,300,1.1776412640299116,475,1.107572512967246,300
trial_0059,0.05,10.0,500,1.1246057152748108,300,1.199787208012172,475,1.1246057152748108,300
