trial_id,inner_optimizer.lr,inner_optimizer.clipping.upper,inner_optimizer.warmup_steps,val_loss_best,val_loss_best_step,val_loss_final,val_loss_final_step,best_val_loss,best_step
trial_0034,0.0397164117,5.633333333333333,500,5.810847418648856,275,6.428448881421771,475,5.810847418648856,275
trial_0035,0.0397164117,6.9,20,5.857866474560329,275,6.518583365849087,475,5.857866474560329,275
trial_0036,0.0397164117,6.9,50,5.908686859267099,275,6.556614296776908,475,5.908686859267099,275
trial_0037,0.0397164117,6.9,100,5.828612038067409,275,6.708560126168387,475,5.828612038067409,275
trial_0039,0.0397164117,6.9,500,5.775193520954677,275,6.566970654896328,475,5.775193520954677,275
trial_0038,0.0397164117,6.9,200,5.711232253483364,275,6.527165481022426,475,5.711232253483364,275
trial_0040,0.0629462706,3.1,20,5.891945379120963,275,6.287515776497977,475,5.891945379120963,275
trial_0041,0.0629462706,3.1,50,5.890367201396397,275,6.326231139046805,475,5.890367201396397,275
trial_0043,0.0629462706,3.1,200,5.852822440011161,275,6.370775631495884,475,5.852822440011161,275
trial_0042,0.0629462706,3.1,100,5.8138351781027655,275,6.324940340859549,475,5.8138351781027655,275
trial_0044,0.0629462706,3.1,500,5.791244609015329,275,6.294106687818255,475,5.791244609015329,275
trial_0045,0.0629462706,4.366666666666667,20,5.898613555090768,275,6.456290245056152,475,5.898613555090768,275
trial_0046,0.0629462706,4.366666666666667,50,5.921974999564035,275,6.364682265690395,475,5.921974999564035,275
trial_0047,0.0629462706,4.366666666666667,100,5.859049882207598,275,6.619384186608451,475,5.859049882207598,275
trial_0048,0.0629462706,4.366666666666667,200,5.711454272270203,275,6.472290005002703,475,5.711454272270203,275
trial_0049,0.0629462706,4.366666666666667,500,5.81289415700095,275,6.509147439684186,475,5.81289415700095,275
trial_0050,0.0629462706,5.633333333333333,20,5.825020415442331,275,6.661185196467808,475,5.825020415442331,275
trial_0051,0.0629462706,5.633333333333333,50,5.847051790782383,275,6.742334093366351,475,5.847051790782383,275
trial_0052,0.0629462706,5.633333333333333,100,5.964063235691616,275,6.73465769631522,475,5.964063235691616,275
trial_0053,0.0629462706,5.633333333333333,200,5.779784917831421,275,6.71413837160383,475,5.779784917831421,275
trial_0054,0.0629462706,5.633333333333333,500,5.807796546391079,275,6.660913535526821,475,5.807796546391079,275
trial_0055,0.0629462706,6.9,20,5.797930070332119,275,7.1343885489872525,475,5.797930070332119,275
trial_0056,0.0629462706,6.9,50,5.869015761784145,275,7.023073060171945,475,5.869015761784145,275
trial_0057,0.0629462706,6.9,100,5.820716210774013,275,6.925741331917899,475,5.820716210774013,275
trial_0059,0.0629462706,6.9,500,5.80773833819798,275,6.868435450962612,475,5.80773833819798,275
trial_0058,0.0629462706,6.9,200,5.827219009399414,275,7.170732395989554,475,5.827219009399414,275
trial_0060,0.0997631157,3.1,20,5.834245494433811,275,6.62204681124006,475,5.834245494433811,275
trial_0061,0.0997631157,3.1,50,5.9140636920928955,275,6.473454543522426,475,5.9140636920928955,275
trial_0062,0.0997631157,3.1,100,5.910909005573818,275,6.60398919241769,475,5.910909005573818,275
trial_0063,0.0997631157,3.1,200,5.803668737411499,275,6.60698447908674,475,5.803668737411499,275
trial_0064,0.0997631157,3.1,500,5.815998111452375,275,6.600693668637957,475,5.815998111452375,275
trial_0065,0.0997631157,4.366666666666667,20,5.896833794457572,275,7.061080592019217,475,5.896833794457572,275
trial_0066,0.0997631157,4.366666666666667,50,5.879076140267508,275,7.077684198107038,475,5.879076140267508,275
trial_0067,0.0997631157,4.366666666666667,100,5.947452698435102,275,7.126121350697109,475,5.947452698435102,275
trial_0068,0.0997631157,4.366666666666667,200,6.003234079905918,275,7.255937099456787,475,6.003234079905918,275
trial_0069,0.0997631157,4.366666666666667,500,5.868220567703247,275,6.8990194116319925,475,5.868220567703247,275
trial_0070,0.0997631157,5.633333333333333,20,5.780292442866734,275,7.611788954053607,475,5.780292442866734,275
trial_0071,0.0997631157,5.633333333333333,50,6.036268370492118,275,7.597620793751308,475,6.036268370492118,275
trial_0072,0.0997631157,5.633333333333333,100,5.891222442899432,275,7.35471384865897,475,5.891222442899432,275
trial_0073,0.0997631157,5.633333333333333,200,5.8750091280256,275,7.630195890154157,475,5.8750091280256,275
trial_0074,0.0997631157,5.633333333333333,500,5.820753455162048,275,7.4399667126791815,475,5.820753455162048,275
trial_0075,0.0997631157,6.9,20,5.7937264783041815,275,8.018821171351842,475,5.7937264783041815,275
trial_0077,0.0997631157,6.9,100,5.911887032645089,275,8.392323085239955,475,5.911887032645089,275
trial_0076,0.0997631157,6.9,50,5.964903831481934,275,8.441548279353551,475,5.964903831481934,275
trial_0079,0.0997631157,6.9,500,5.735581040382385,275,7.9424334934779575,475,5.735581040382385,275
trial_0078,0.0997631157,6.9,200,5.9643385750906805,275,8.14821287563869,475,5.9643385750906805,275
