trial_id,inner_optimizer.lr,inner_optimizer.clipping.upper,val_loss_best,val_loss_best_step,val_loss_final,val_loss_final_step,best_val_loss,best_step
trial_0003,0.0214192966,6.266666666666667,1.120282198701586,225,1.1621590426989965,475,1.120282198701586,225
trial_0001,0.0214192966,3.7333333333333334,1.148101338318416,225,1.1625196763447352,475,1.148101338318416,225
trial_0000,0.0214192966,2.466666666666667,1.1542088985443115,225,1.203097139086042,475,1.1542088985443115,225
trial_0002,0.0214192966,5.0,1.0510162115097046,300,1.1260368824005127,475,1.0510162115097046,300
trial_0006,0.032725599,3.7333333333333334,1.0947672384125846,300,1.1647459779466902,475,1.0947672384125846,300
trial_0005,0.032725599,2.466666666666667,1.109789252281189,300,1.136479479925973,475,1.109789252281189,300
trial_0004,0.0214192966,7.533333333333333,1.1128851175308228,100,1.1713815501758031,475,1.1128851175308228,100
trial_0007,0.032725599,5.0,1.1059091942650932,225,1.2209071942738123,475,1.1059091942650932,225
trial_0010,0.05,2.466666666666667,1.0729971442903792,300,1.1460887278829301,475,1.0729971442903792,300
trial_0009,0.032725599,7.533333333333333,1.1113828250340052,225,1.1824000648089819,475,1.1113828250340052,225
trial_0008,0.032725599,6.266666666666667,1.1187857389450073,225,1.2260642903191703,475,1.1187857389450073,225
trial_0011,0.05,3.7333333333333334,1.1091448494366236,300,1.1811390263693673,475,1.1091448494366236,300
trial_0013,0.05,6.266666666666667,1.0841035672596522,225,1.1766723990440369,475,1.0841035672596522,225
trial_0012,0.05,5.0,1.0697174753461565,300,1.1775180867740087,475,1.0697174753461565,300
trial_0015,0.0763927957,2.466666666666667,1.1043018017496382,225,1.2158202528953552,475,1.1043018017496382,225
trial_0014,0.05,7.533333333333333,1.0771509834698267,225,1.1827523708343506,475,1.0771509834698267,225
trial_0018,0.0763927957,6.266666666666667,1.1232037799698966,300,1.220641357558114,475,1.1232037799698966,300
trial_0017,0.0763927957,5.0,1.1144431233406067,300,1.2302275385175432,475,1.1144431233406067,300
trial_0016,0.0763927957,3.7333333333333334,1.1034671664237976,300,1.2148929749216353,475,1.1034671664237976,300
trial_0019,0.0763927957,7.533333333333333,1.1353065371513367,300,1.2783618228776115,475,1.1353065371513367,300
trial_0021,0.1167171847,3.7333333333333334,1.1317330939429147,300,1.3626932757241386,475,1.1317330939429147,300
trial_0022,0.1167171847,5.0,1.2067028369222368,300,1.4847544601985387,475,1.2067028369222368,300
trial_0020,0.1167171847,2.466666666666667,1.1404969436781747,225,1.264628870146615,475,1.1404969436781747,225
trial_0023,0.1167171847,6.266666666666667,1.1819508501461573,300,2.017010109765189,475,1.1819508501461573,300
trial_0024,0.1167171847,7.533333333333333,1.1762183904647827,300,1.7427943434034074,475,1.1762183904647827,300
